IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
47.242.36.78,8443,8443,true,HKG,Asia Pacific,Hong Kong,75,1.73
47.236.9.152,2053,2053,true,SIN,Asia Pacific,Singapore,51,1.69
47.236.144.48,8443,8443,true,SIN,Asia Pacific,Singapore,135,1.69
47.236.10.182,2053,2053,true,SIN,Asia Pacific,Singapore,48,1.69
8.222.156.242,2087,2087,true,SIN,Asia Pacific,Singapore,51,1.67
8.210.100.23,2096,2096,true,HKG,Asia Pacific,Hong Kong,90,1.65
8.219.104.37,2096,2096,true,SIN,Asia Pacific,Singapore,144,1.63
8.218.122.55,2096,2096,true,HKG,Asia Pacific,Hong Kong,48,1.62
47.236.80.110,2083,2083,true,SIN,Asia Pacific,Singapore,62,1.62
8.217.49.34,8443,8443,true,HKG,Asia Pacific,Hong Kong,67,1.59
8.210.9.129,2083,2083,true,HKG,Asia Pacific,Hong Kong,94,1.59
8.218.11.90,2053,2053,true,HKG,Asia Pacific,Hong Kong,80,1.59
47.237.82.15,8443,8443,true,SIN,Asia Pacific,Singapore,28,1.58
8.219.153.237,2087,2087,true,NRT,Asia Pacific,Tokyo,172,1.57
8.219.78.1,2096,2096,true,SIN,Asia Pacific,Singapore,118,1.57
47.236.83.239,8443,8443,true,SIN,Asia Pacific,Singapore,57,1.56
47.236.5.223,8443,8443,true,SIN,Asia Pacific,Singapore,84,1.55
47.236.17.193,2087,2087,true,SIN,Asia Pacific,Singapore,65,1.53
8.218.2.181,2053,2053,true,HKG,Asia Pacific,Hong Kong,62,1.53
8.222.208.38,2096,2096,true,SIN,Asia Pacific,Singapore,58,1.51
47.236.83.239,2087,2087,true,SIN,Asia Pacific,Singapore,33,1.51
8.219.66.156,8443,8443,true,NRT,Asia Pacific,Tokyo,188,1.51
47.245.86.230,2087,2087,true,SIN,Asia Pacific,Singapore,23,1.50
8.218.18.132,2096,2096,true,HKG,Asia Pacific,Hong Kong,66,1.50
47.242.54.157,2087,2087,true,HKG,Asia Pacific,Hong Kong,51,1.50
47.243.169.63,2083,2083,true,HKG,Asia Pacific,Hong Kong,72,1.45
47.243.67.28,2096,2096,true,HKG,Asia Pacific,Hong Kong,119,1.44
47.236.253.41,8443,8443,true,SIN,Asia Pacific,Singapore,70,1.44
47.236.10.182,2083,2083,true,SIN,Asia Pacific,Singapore,100,1.42
8.218.136.25,2096,2096,true,HKG,Asia Pacific,Hong Kong,68,1.42
8.217.49.34,2083,2083,true,HKG,Asia Pacific,Hong Kong,55,1.41
8.217.207.60,2096,2096,true,HKG,Asia Pacific,Hong Kong,81,1.41
47.237.81.112,2096,2096,true,SIN,Asia Pacific,Singapore,32,1.40
47.236.75.113,2053,2053,true,SIN,Asia Pacific,Singapore,44,1.39
8.210.174.156,2087,2087,true,HKG,Asia Pacific,Hong Kong,40,1.38
47.236.104.11,8443,8443,true,SIN,Asia Pacific,Singapore,59,1.38
8.218.155.238,2083,2083,true,HKG,Asia Pacific,Hong Kong,53,1.35
8.219.42.72,2096,2096,true,SIN,Asia Pacific,Singapore,123,1.29
8.218.146.204,2053,2053,true,HKG,Asia Pacific,Hong Kong,49,1.26
8.219.126.240,8443,8443,true,SIN,Asia Pacific,Singapore,79,1.25
8.219.66.156,2083,2083,true,NRT,Asia Pacific,Tokyo,198,1.23
8.210.156.6,8443,8443,true,HKG,Asia Pacific,Hong Kong,66,1.23
8.218.155.238,2083,2083,true,HKG,Asia Pacific,Hong Kong,58,1.20
8.218.122.55,2053,2053,true,HKG,Asia Pacific,Hong Kong,47,1.20
47.237.8.82,2087,2087,true,SIN,Asia Pacific,Singapore,85,1.17
47.236.17.193,8443,8443,true,SIN,Asia Pacific,Singapore,97,1.16
47.76.146.1,2096,2096,true,HKG,Asia Pacific,Hong Kong,38,1.14
8.218.155.238,2087,2087,true,HKG,Asia Pacific,Hong Kong,58,1.14
8.222.137.192,8443,8443,true,SIN,Asia Pacific,Singapore,57,1.14
8.218.146.204,8443,8443,true,HKG,Asia Pacific,Hong Kong,95,1.14
8.218.3.12,2096,2096,true,HKG,Asia Pacific,Hong Kong,79,1.13
8.218.155.238,2053,2053,true,HKG,Asia Pacific,Hong Kong,41,1.09
47.236.125.62,2087,2087,true,NRT,Asia Pacific,Tokyo,150,1.09
8.218.143.10,2083,2083,true,HKG,Asia Pacific,Hong Kong,88,1.07
8.218.2.181,8443,8443,true,HKG,Asia Pacific,Hong Kong,79,1.05
8.218.18.235,8443,8443,true,HKG,Asia Pacific,Hong Kong,80,1.05
8.222.249.190,2053,2053,true,SIN,Asia Pacific,Singapore,79,0.98
47.243.42.219,8443,8443,true,HKG,Asia Pacific,Hong Kong,55,0.97
47.245.126.151,2087,2087,true,SIN,Asia Pacific,Singapore,51,0.96
47.243.173.187,2083,2083,true,HKG,Asia Pacific,Hong Kong,90,0.96
47.236.125.62,8443,8443,true,NRT,Asia Pacific,Tokyo,243,0.95
8.222.208.38,8443,8443,true,SIN,Asia Pacific,Singapore,74,0.95
47.243.27.217,2096,2096,true,HKG,Asia Pacific,Hong Kong,65,0.94
8.218.126.53,2053,2053,true,HKG,Asia Pacific,Hong Kong,48,0.94
8.218.18.235,2087,2087,true,HKG,Asia Pacific,Hong Kong,105,0.94
47.238.235.163,443,443,true,HKG,Asia Pacific,Hong Kong,66,0.88
47.243.42.219,2096,2096,true,HKG,Asia Pacific,Hong Kong,110,0.88
8.217.250.222,2096,2096,true,HKG,Asia Pacific,Hong Kong,105,0.88
47.243.42.219,2087,2087,true,HKG,Asia Pacific,Hong Kong,105,0.86
8.218.155.238,8443,8443,true,HKG,Asia Pacific,Hong Kong,53,0.85
8.222.191.138,2096,2096,true,SIN,Asia Pacific,Singapore,56,0.85
47.242.54.157,8443,8443,true,HKG,Asia Pacific,Hong Kong,67,0.83
47.243.42.219,2053,2053,true,HKG,Asia Pacific,Hong Kong,132,0.80
8.218.52.115,2083,2083,true,HKG,Asia Pacific,Hong Kong,80,0.78
47.242.79.71,2096,2096,true,HKG,Asia Pacific,Hong Kong,48,0.73
47.242.54.157,2096,2096,true,HKG,Asia Pacific,Hong Kong,57,0.73
8.210.65.1,2087,2087,true,HKG,Asia Pacific,Hong Kong,78,0.72
47.236.17.193,2096,2096,true,SIN,Asia Pacific,Singapore,66,0.70
8.210.39.96,2096,2096,true,HKG,Asia Pacific,Hong Kong,76,0.69
8.218.52.115,2087,2087,true,HKG,Asia Pacific,Hong Kong,76,0.69
47.76.77.103,2053,2053,true,HKG,Asia Pacific,Hong Kong,43,0.67
8.218.52.115,2053,2053,true,HKG,Asia Pacific,Hong Kong,44,0.64
47.236.254.120,2096,2096,true,SIN,Asia Pacific,Singapore,52,0.63
47.243.42.219,8443,8443,true,HKG,Asia Pacific,Hong Kong,65,0.63
8.218.8.142,2087,2087,true,HKG,Asia Pacific,Hong Kong,110,0.62
8.218.18.235,2053,2053,true,HKG,Asia Pacific,Hong Kong,73,0.62
8.222.222.64,2053,2053,true,SIN,Asia Pacific,Singapore,54,0.62
8.218.243.95,2096,2096,true,HKG,Asia Pacific,Hong Kong,103,0.59
47.243.86.79,2096,2096,true,HKG,Asia Pacific,Hong Kong,53,0.58
8.218.146.204,2083,2083,true,HKG,Asia Pacific,Hong Kong,84,0.58
47.237.0.31,2087,2087,true,SIN,Asia Pacific,Singapore,87,0.57
47.76.80.72,8443,8443,true,HKG,Asia Pacific,Hong Kong,64,0.56
8.222.214.231,2096,2096,true,SIN,Asia Pacific,Singapore,38,0.54
8.218.181.189,2096,2096,true,HKG,Asia Pacific,Hong Kong,78,0.54
8.218.122.55,2083,2083,true,HKG,Asia Pacific,Hong Kong,47,0.50
47.88.15.127,443,443,true,SJC,North America,San Jose,270,0.48
47.76.37.57,2087,2087,true,HKG,Asia Pacific,Hong Kong,49,0.47
47.243.107.148,2096,2096,true,HKG,Asia Pacific,Hong Kong,84,0.42
47.242.54.157,2053,2053,true,HKG,Asia Pacific,Hong Kong,57,0.38
8.218.146.204,2096,2096,true,HKG,Asia Pacific,Hong Kong,48,0.38
47.236.5.223,2096,2096,true,SIN,Asia Pacific,Singapore,72,0.37
47.243.42.219,2087,2087,true,HKG,Asia Pacific,Hong Kong,66,0.36
47.76.77.103,2096,2096,true,HKG,Asia Pacific,Hong Kong,59,0.36
47.243.42.219,2083,2083,true,HKG,Asia Pacific,Hong Kong,40,0.34
8.218.146.204,443,443,true,HKG,Asia Pacific,Hong Kong,72,0.33
47.243.27.217,2083,2083,true,HKG,Asia Pacific,Hong Kong,81,0.32
8.210.101.157,8443,8443,true,HKG,Asia Pacific,Hong Kong,67,0.31
47.245.126.151,2083,2083,true,SIN,Asia Pacific,Singapore,64,0.29
47.236.80.110,2053,2053,true,SIN,Asia Pacific,Singapore,38,0.27
47.57.233.126,443,443,true,SJC,North America,San Jose,39,0.27
8.210.101.157,2096,2096,true,HKG,Asia Pacific,Hong Kong,96,0.26
8.218.65.237,2083,2083,true,HKG,Asia Pacific,Hong Kong,41,0.26
47.243.86.79,2087,2087,true,HKG,Asia Pacific,Hong Kong,101,0.26
8.210.101.157,2053,2053,true,HKG,Asia Pacific,Hong Kong,45,0.22
47.57.14.118,443,443,true,SJC,North America,San Jose,94,0.21
47.243.27.217,2087,2087,true,HKG,Asia Pacific,Hong Kong,46,0.20
47.243.86.79,2096,2096,true,HKG,Asia Pacific,Hong Kong,147,0.15
47.243.86.79,8443,8443,true,HKG,Asia Pacific,Hong Kong,50,0.15
47.254.65.110,443,443,true,SJC,North America,San Jose,173,0.13
47.89.191.155,443,443,true,IAD,North America,Ashburn,327,0.13
47.243.86.79,2083,2083,true,HKG,Asia Pacific,Hong Kong,88,0.13
8.210.101.157,2087,2087,true,HKG,Asia Pacific,Hong Kong,95,0.12
47.242.79.71,2053,2053,true,HKG,Asia Pacific,Hong Kong,64,0.11
47.89.244.253,443,443,true,SJC,North America,San Jose,195,0.08
47.89.244.253,443,443,true,SJC,North America,San Jose,183,0.08
47.254.65.110,443,443,true,SJC,North America,San Jose,175,0.08
8.218.63.172,443,443,true,HKG,Asia Pacific,Hong Kong,63,0.08
47.238.235.163,443,443,true,HKG,Asia Pacific,Hong Kong,51,0.06
8.210.101.157,2083,2083,true,HKG,Asia Pacific,Hong Kong,58,0.06
47.242.157.96,2096,2096,true,HKG,Asia Pacific,Hong Kong,54,0.04
47.243.42.219,2096,2096,true,HKG,Asia Pacific,Hong Kong,92,0.04
47.57.13.107,443,443,true,HKG,Asia Pacific,Hong Kong,44,0.04
47.243.86.79,2083,2083,true,HKG,Asia Pacific,Hong Kong,94,0.03
8.218.148.106,443,443,true,HKG,Asia Pacific,Hong Kong,56,0.03
47.243.86.79,2053,2053,true,HKG,Asia Pacific,Hong Kong,135,0.03
8.222.222.64,2083,2083,true,SIN,Asia Pacific,Singapore,99,0.02
47.242.68.32,443,443,true,HKG,Asia Pacific,Hong Kong,77,0.00
8.219.174.213,443,443,true,SIN,Asia Pacific,Singapore,2,0.00
8.219.83.201,8443,8443,true,SIN,Asia Pacific,Singapore,2,0.00
8.219.60.54,2053,2053,true,SIN,Asia Pacific,Singapore,2,0.00
8.219.5.10,8080,8080,false,SIN,Asia Pacific,Singapore,2,0.00
8.219.70.151,443,443,true,SIN,Asia Pacific,Singapore,2,0.00
8.219.78.1,443,443,true,SIN,Asia Pacific,Singapore,2,0.00
8.219.210.64,2086,2086,false,SIN,Asia Pacific,Singapore,2,0.00
8.219.111.175,443,443,true,SIN,Asia Pacific,Singapore,2,0.00
8.219.177.205,2087,2087,true,SIN,Asia Pacific,Singapore,2,0.00
8.219.5.10,8880,8880,false,SIN,Asia Pacific,Singapore,2,0.00
47.245.84.124,2082,2082,false,SIN,Asia Pacific,Singapore,3,0.00
8.219.104.37,8443,8443,true,SIN,Asia Pacific,Singapore,3,0.00
8.219.4.122,8880,8880,false,SIN,Asia Pacific,Singapore,3,0.00
47.245.102.52,80,80,false,SIN,Asia Pacific,Singapore,3,0.00
8.219.113.232,2053,2053,true,SIN,Asia Pacific,Singapore,3,0.00
8.219.104.37,2083,2083,true,SIN,Asia Pacific,Singapore,3,0.00
8.219.113.232,2083,2083,true,SIN,Asia Pacific,Singapore,3,0.00
8.219.5.10,2082,2082,false,SIN,Asia Pacific,Singapore,3,0.00
8.219.132.64,2083,2083,true,SIN,Asia Pacific,Singapore,3,0.00
8.219.49.65,2096,2096,true,SIN,Asia Pacific,Singapore,3,0.00
8.219.222.98,2086,2086,false,SIN,Asia Pacific,Singapore,3,0.00
8.219.87.30,2096,2096,true,SIN,Asia Pacific,Singapore,3,0.00
47.245.84.124,2086,2086,false,SIN,Asia Pacific,Singapore,3,0.00
8.219.49.65,2053,2053,true,SIN,Asia Pacific,Singapore,4,0.00
8.219.174.213,2096,2096,true,SIN,Asia Pacific,Singapore,4,0.00
8.219.50.180,2096,2096,true,SIN,Asia Pacific,Singapore,4,0.00
8.219.240.160,2082,2082,false,SIN,Asia Pacific,Singapore,4,0.00
8.219.4.122,2052,2052,false,SIN,Asia Pacific,Singapore,4,0.00
47.245.84.124,2095,2095,false,SIN,Asia Pacific,Singapore,4,0.00
8.219.11.158,2095,2095,false,SIN,Asia Pacific,Singapore,4,0.00
47.236.167.231,80,80,false,SIN,Asia Pacific,Singapore,4,0.00
47.245.84.124,8880,8880,false,SIN,Asia Pacific,Singapore,4,0.00
47.245.102.52,2086,2086,false,SIN,Asia Pacific,Singapore,4,0.00
47.245.102.52,2082,2082,false,SIN,Asia Pacific,Singapore,4,0.00
47.245.84.124,8880,8880,false,SIN,Asia Pacific,Singapore,4,0.00
8.219.210.64,2095,2095,false,SIN,Asia Pacific,Singapore,4,0.00
47.245.126.151,2082,2082,false,SIN,Asia Pacific,Singapore,4,0.00
8.219.193.202,2086,2086,false,SIN,Asia Pacific,Singapore,4,0.00
8.219.77.222,2087,2087,true,SIN,Asia Pacific,Singapore,4,0.00
47.245.118.70,80,80,false,SIN,Asia Pacific,Singapore,4,0.00
8.219.83.71,2053,2053,true,SIN,Asia Pacific,Singapore,4,0.00
47.237.14.220,2082,2082,false,SIN,Asia Pacific,Singapore,4,0.00
47.245.86.230,8880,8880,false,SIN,Asia Pacific,Singapore,4,0.00
8.219.78.1,2086,2086,false,SIN,Asia Pacific,Singapore,4,0.00
8.219.42.72,2087,2087,true,SIN,Asia Pacific,Singapore,4,0.00
8.219.189.143,2052,2052,false,SIN,Asia Pacific,Singapore,4,0.00
47.245.84.124,2052,2052,false,SIN,Asia Pacific,Singapore,4,0.00
8.219.99.169,2053,2053,true,SIN,Asia Pacific,Singapore,4,0.00
8.219.126.240,8443,8443,true,SIN,Asia Pacific,Singapore,4,0.00
47.245.118.70,8880,8880,false,SIN,Asia Pacific,Singapore,4,0.00
8.219.99.169,2096,2096,true,SIN,Asia Pacific,Singapore,4,0.00
47.245.86.230,2052,2052,false,SIN,Asia Pacific,Singapore,4,0.00
8.219.78.188,2083,2083,true,SIN,Asia Pacific,Singapore,4,0.00
47.245.118.70,2052,2052,false,SIN,Asia Pacific,Singapore,4,0.00
47.245.105.224,80,80,false,SIN,Asia Pacific,Singapore,5,0.00
8.219.120.87,2087,2087,true,SIN,Asia Pacific,Singapore,5,0.00
8.219.84.214,2096,2096,true,SIN,Asia Pacific,Singapore,5,0.00
8.219.42.72,8443,8443,true,SIN,Asia Pacific,Singapore,5,0.00
47.245.114.163,8080,8080,false,SIN,Asia Pacific,Singapore,5,0.00
47.245.114.163,8080,8080,false,SIN,Asia Pacific,Singapore,5,0.00
47.245.84.124,2052,2052,false,SIN,Asia Pacific,Singapore,5,0.00
47.245.114.163,2082,2082,false,SIN,Asia Pacific,Singapore,5,0.00
47.245.114.163,8880,8880,false,SIN,Asia Pacific,Singapore,5,0.00
8.219.6.150,2086,2086,false,SIN,Asia Pacific,Singapore,5,0.00
47.245.126.151,2052,2052,false,SIN,Asia Pacific,Singapore,5,0.00
47.245.118.70,80,80,false,SIN,Asia Pacific,Singapore,5,0.00
8.219.114.201,443,443,true,SIN,Asia Pacific,Singapore,5,0.00
47.245.86.230,2082,2082,false,SIN,Asia Pacific,Singapore,5,0.00
47.245.114.163,2095,2095,false,SIN,Asia Pacific,Singapore,5,0.00
47.245.126.151,2095,2095,false,SIN,Asia Pacific,Singapore,5,0.00
47.245.118.70,2082,2082,false,SIN,Asia Pacific,Singapore,5,0.00
47.245.84.124,2086,2086,false,SIN,Asia Pacific,Singapore,5,0.00
8.219.122.55,2083,2083,true,SIN,Asia Pacific,Singapore,5,0.00
8.219.98.13,2053,2053,true,SIN,Asia Pacific,Singapore,5,0.00
47.245.105.224,2086,2086,false,SIN,Asia Pacific,Singapore,5,0.00
8.219.120.87,2053,2053,true,SIN,Asia Pacific,Singapore,5,0.00
47.245.126.151,2086,2086,false,SIN,Asia Pacific,Singapore,5,0.00
8.219.220.88,8443,8443,true,SIN,Asia Pacific,Singapore,5,0.00
8.219.78.188,2096,2096,true,SIN,Asia Pacific,Singapore,5,0.00
47.245.86.230,8080,8080,false,SIN,Asia Pacific,Singapore,5,0.00
47.245.105.224,8880,8880,false,SIN,Asia Pacific,Singapore,5,0.00
47.245.105.224,8880,8880,false,SIN,Asia Pacific,Singapore,5,0.00
8.219.99.169,2087,2087,true,SIN,Asia Pacific,Singapore,5,0.00
47.245.86.230,8880,8880,false,SIN,Asia Pacific,Singapore,5,0.00
47.245.105.224,8080,8080,false,SIN,Asia Pacific,Singapore,5,0.00
8.219.114.201,8443,8443,true,SIN,Asia Pacific,Singapore,5,0.00
47.245.114.163,2052,2052,false,SIN,Asia Pacific,Singapore,5,0.00
8.219.126.240,2052,2052,false,SIN,Asia Pacific,Singapore,5,0.00
47.245.114.163,8880,8880,false,SIN,Asia Pacific,Singapore,5,0.00
8.219.1.92,80,80,false,SIN,Asia Pacific,Singapore,5,0.00
8.219.199.220,8080,8080,false,SIN,Asia Pacific,Singapore,5,0.00
47.245.84.124,80,80,false,SIN,Asia Pacific,Singapore,5,0.00
47.245.105.224,2082,2082,false,SIN,Asia Pacific,Singapore,5,0.00
47.245.114.163,2095,2095,false,SIN,Asia Pacific,Singapore,5,0.00
8.219.11.158,80,80,false,SIN,Asia Pacific,Singapore,5,0.00
47.245.105.224,8080,8080,false,SIN,Asia Pacific,Singapore,5,0.00
47.245.118.70,8080,8080,false,SIN,Asia Pacific,Singapore,5,0.00
47.245.118.70,2082,2082,false,SIN,Asia Pacific,Singapore,6,0.00
8.219.117.198,2083,2083,true,SIN,Asia Pacific,Singapore,6,0.00
8.219.103.65,8443,8443,true,SIN,Asia Pacific,Singapore,6,0.00
47.245.126.151,80,80,false,SIN,Asia Pacific,Singapore,6,0.00
47.245.86.230,2052,2052,false,SIN,Asia Pacific,Singapore,6,0.00
8.219.198.34,2095,2095,false,SIN,Asia Pacific,Singapore,6,0.00
47.245.126.151,80,80,false,SIN,Asia Pacific,Singapore,6,0.00
8.219.201.245,2096,2096,true,SIN,Asia Pacific,Singapore,6,0.00
47.245.114.163,2052,2052,false,SIN,Asia Pacific,Singapore,6,0.00
47.237.86.185,2082,2082,false,SIN,Asia Pacific,Singapore,6,0.00
47.245.105.224,2052,2052,false,SIN,Asia Pacific,Singapore,6,0.00
47.245.118.70,2095,2095,false,SIN,Asia Pacific,Singapore,6,0.00
8.219.194.170,2095,2095,false,SIN,Asia Pacific,Singapore,6,0.00
8.222.167.147,2052,2052,false,SIN,Asia Pacific,Singapore,6,0.00
8.219.104.37,2086,2086,false,SIN,Asia Pacific,Singapore,6,0.00
47.236.254.120,8880,8880,false,SIN,Asia Pacific,Singapore,6,0.00
8.219.78.188,2087,2087,true,SIN,Asia Pacific,Singapore,6,0.00
47.237.94.140,8080,8080,false,SIN,Asia Pacific,Singapore,6,0.00
8.222.164.209,8080,8080,false,SIN,Asia Pacific,Singapore,6,0.00
8.219.202.130,2095,2095,false,SIN,Asia Pacific,Singapore,6,0.00
8.219.0.162,2052,2052,false,SIN,Asia Pacific,Singapore,6,0.00
47.245.86.230,80,80,false,SIN,Asia Pacific,Singapore,6,0.00
47.245.102.52,2082,2082,false,SIN,Asia Pacific,Singapore,6,0.00
47.245.102.52,8880,8880,false,SIN,Asia Pacific,Singapore,6,0.00
47.245.86.230,2095,2095,false,SIN,Asia Pacific,Singapore,6,0.00
47.245.102.52,2052,2052,false,SIN,Asia Pacific,Singapore,6,0.00
8.219.99.169,8080,8080,false,SIN,Asia Pacific,Singapore,7,0.00
8.222.215.228,2052,2052,false,SIN,Asia Pacific,Singapore,7,0.00
8.219.113.232,8880,8880,false,SIN,Asia Pacific,Singapore,7,0.00
47.237.86.185,8080,8080,false,SIN,Asia Pacific,Singapore,7,0.00
47.245.86.230,2086,2086,false,SIN,Asia Pacific,Singapore,7,0.00
47.236.80.110,2082,2082,false,SIN,Asia Pacific,Singapore,7,0.00
47.245.118.70,2052,2052,false,SIN,Asia Pacific,Singapore,7,0.00
47.245.86.230,8080,8080,false,SIN,Asia Pacific,Singapore,7,0.00
47.245.84.124,2082,2082,false,SIN,Asia Pacific,Singapore,7,0.00
47.237.0.31,2082,2082,false,SIN,Asia Pacific,Singapore,7,0.00
8.219.98.13,2083,2083,true,SIN,Asia Pacific,Singapore,7,0.00
47.237.84.173,80,80,false,SIN,Asia Pacific,Singapore,7,0.00
8.219.229.190,8443,8443,true,SIN,Asia Pacific,Singapore,7,0.00
8.219.114.201,2087,2087,true,SIN,Asia Pacific,Singapore,7,0.00
47.236.9.152,8080,8080,false,SIN,Asia Pacific,Singapore,7,0.00
47.245.102.52,2095,2095,false,SIN,Asia Pacific,Singapore,7,0.00
8.219.189.143,8080,8080,false,SIN,Asia Pacific,Singapore,7,0.00
8.219.6.150,2095,2095,false,SIN,Asia Pacific,Singapore,8,0.00
47.245.84.124,2095,2095,false,SIN,Asia Pacific,Singapore,8,0.00
47.245.102.52,8880,8880,false,SIN,Asia Pacific,Singapore,8,0.00
8.219.198.139,8443,8443,true,SIN,Asia Pacific,Singapore,8,0.00
47.236.232.148,8080,8080,false,SIN,Asia Pacific,Singapore,8,0.00
47.237.11.182,2082,2082,false,SIN,Asia Pacific,Singapore,8,0.00
47.245.126.151,8080,8080,false,SIN,Asia Pacific,Singapore,8,0.00
8.222.137.192,2052,2052,false,SIN,Asia Pacific,Singapore,8,0.00
8.222.165.117,2086,2086,false,SIN,Asia Pacific,Singapore,8,0.00
8.222.191.138,2082,2082,false,SIN,Asia Pacific,Singapore,8,0.00
47.236.17.193,8080,8080,false,SIN,Asia Pacific,Singapore,8,0.00
8.219.174.142,8080,8080,false,SIN,Asia Pacific,Singapore,8,0.00
47.237.81.112,80,80,false,SIN,Asia Pacific,Singapore,8,0.00
47.245.118.70,2086,2086,false,SIN,Asia Pacific,Singapore,8,0.00
8.222.134.170,8080,8080,false,SIN,Asia Pacific,Singapore,8,0.00
47.236.237.90,2052,2052,false,SIN,Asia Pacific,Singapore,8,0.00
8.219.174.213,2095,2095,false,SIN,Asia Pacific,Singapore,8,0.00
8.222.179.231,80,80,false,SIN,Asia Pacific,Singapore,8,0.00
47.237.95.156,2086,2086,false,SIN,Asia Pacific,Singapore,8,0.00
8.219.113.232,2095,2095,false,SIN,Asia Pacific,Singapore,8,0.00
47.245.126.151,2052,2052,false,SIN,Asia Pacific,Singapore,8,0.00
47.237.92.26,8880,8880,false,SIN,Asia Pacific,Singapore,8,0.00
47.245.118.70,8880,8880,false,SIN,Asia Pacific,Singapore,8,0.00
47.236.232.148,2095,2095,false,SIN,Asia Pacific,Singapore,9,0.00
47.236.17.193,80,80,false,SIN,Asia Pacific,Singapore,9,0.00
8.219.1.92,2052,2052,false,SIN,Asia Pacific,Singapore,9,0.00
8.222.215.228,2095,2095,false,SIN,Asia Pacific,Singapore,9,0.00
47.236.10.100,2086,2086,false,SIN,Asia Pacific,Singapore,9,0.00
8.222.180.86,2095,2095,false,SIN,Asia Pacific,Singapore,9,0.00
47.237.10.1,2086,2086,false,SIN,Asia Pacific,Singapore,9,0.00
47.245.102.52,2052,2052,false,SIN,Asia Pacific,Singapore,9,0.00
47.237.11.182,2086,2086,false,SIN,Asia Pacific,Singapore,9,0.00
47.245.118.70,8080,8080,false,SIN,Asia Pacific,Singapore,9,0.00
8.219.113.232,2082,2082,false,SIN,Asia Pacific,Singapore,9,0.00
8.219.120.87,8880,8880,false,SIN,Asia Pacific,Singapore,9,0.00
47.245.114.163,2086,2086,false,SIN,Asia Pacific,Singapore,9,0.00
47.236.17.193,2052,2052,false,SIN,Asia Pacific,Singapore,9,0.00
47.237.95.13,8080,8080,false,SIN,Asia Pacific,Singapore,9,0.00
47.245.126.151,8880,8880,false,SIN,Asia Pacific,Singapore,9,0.00
8.222.187.4,2052,2052,false,SIN,Asia Pacific,Singapore,9,0.00
47.236.232.148,80,80,false,SIN,Asia Pacific,Singapore,9,0.00
8.219.4.122,2082,2082,false,SIN,Asia Pacific,Singapore,9,0.00
8.219.11.158,2082,2082,false,SIN,Asia Pacific,Singapore,9,0.00
47.236.169.164,80,80,false,SIN,Asia Pacific,Singapore,9,0.00
47.236.254.120,2086,2086,false,SIN,Asia Pacific,Singapore,9,0.00
8.219.174.142,8080,8080,false,SIN,Asia Pacific,Singapore,9,0.00
8.219.193.202,80,80,false,SIN,Asia Pacific,Singapore,9,0.00
8.219.111.175,2052,2052,false,SIN,Asia Pacific,Singapore,9,0.00
47.237.95.156,2095,2095,false,SIN,Asia Pacific,Singapore,10,0.00
47.236.5.223,2052,2052,false,SIN,Asia Pacific,Singapore,10,0.00
47.236.83.239,8880,8880,false,SIN,Asia Pacific,Singapore,10,0.00
47.245.126.151,8080,8080,false,SIN,Asia Pacific,Singapore,10,0.00
8.219.177.205,8880,8880,false,SIN,Asia Pacific,Singapore,10,0.00
47.237.84.173,8880,8880,false,SIN,Asia Pacific,Singapore,10,0.00
8.222.179.231,8080,8080,false,SIN,Asia Pacific,Singapore,10,0.00
47.237.95.13,2086,2086,false,SIN,Asia Pacific,Singapore,10,0.00
47.245.114.163,2082,2082,false,SIN,Asia Pacific,Singapore,10,0.00
8.219.229.190,8880,8880,false,SIN,Asia Pacific,Singapore,10,0.00
8.222.134.170,80,80,false,SIN,Asia Pacific,Singapore,10,0.00
8.219.147.58,8880,8880,false,SIN,Asia Pacific,Singapore,10,0.00
8.222.244.192,80,80,false,SIN,Asia Pacific,Singapore,10,0.00
47.237.14.220,2086,2086,false,SIN,Asia Pacific,Singapore,10,0.00
47.237.84.173,2082,2082,false,SIN,Asia Pacific,Singapore,10,0.00
8.222.193.65,8080,8080,false,SIN,Asia Pacific,Singapore,10,0.00
47.245.102.52,80,80,false,SIN,Asia Pacific,Singapore,10,0.00
47.245.126.151,2086,2086,false,SIN,Asia Pacific,Singapore,10,0.00
8.222.180.86,8880,8880,false,SIN,Asia Pacific,Singapore,10,0.00
8.219.199.220,2086,2086,false,SIN,Asia Pacific,Singapore,10,0.00
8.219.201.8,2082,2082,false,SIN,Asia Pacific,Singapore,10,0.00
8.222.215.228,8080,8080,false,SIN,Asia Pacific,Singapore,10,0.00
8.219.93.5,2086,2086,false,SIN,Asia Pacific,Singapore,11,0.00
8.219.139.13,8080,8080,false,SIN,Asia Pacific,Singapore,11,0.00
47.237.95.156,2052,2052,false,SIN,Asia Pacific,Singapore,11,0.00
47.237.81.112,8080,8080,false,SIN,Asia Pacific,Singapore,11,0.00
8.219.4.122,2095,2095,false,SIN,Asia Pacific,Singapore,11,0.00
47.236.10.100,2052,2052,false,SIN,Asia Pacific,Singapore,11,0.00
8.219.248.47,2052,2052,false,SIN,Asia Pacific,Singapore,11,0.00
47.237.0.31,2086,2086,false,SIN,Asia Pacific,Singapore,11,0.00
8.222.134.170,80,80,false,SIN,Asia Pacific,Singapore,11,0.00
